,Stock_1,Stock_2,Stock_3,Stock_4,Stock_5,Stock_6,Stock_7,Stock_8,Stock_9,Stock_10
2020-02-24,103.97861365844977,124.89958996113101,116.2183762564807,118.77459107976443,54.66504787452525,74.83815573636159,53.11931719186687,127.89640633238491,109.55673214754856,105.55743711398479
2020-02-25,104.7989053968318,123.84797418044201,116.89191952344979,123.70468870347902,55.617449346880754,74.35017573887967,54.395470458801135,126.85257885794084,105.09092687187201,103.42921696658213
2020-02-26,100.87776648585688,122.9772895225295,116.93497871740935,127.85235182039723,55.98110667988949,74.02437248245126,55.297788594593754,121.24281453491085,105.58614591779472,105.02381663439257
2020-02-27,97.89463692523731,125.79040496480994,117.72662012153494,126.79044109090114,56.689583262921396,77.38610476043833,55.49892462908806,121.84471378508204,104.616102978439,103.23873864986375
2020-02-28,99.5203453909697,123.63666234191194,117.89512514598803,125.57919312358709,57.232646597179595,77.90252097312481,56.650571652408814,120.60185774219894,104.05143769799997,101.21781202079137
2020-02-29,98.6360210170166,124.5696258151124,119.68003049985786,123.26309757685154,58.22804356326405,80.0146731076751,57.11899812458243,125.12875897414459,102.44116012516176,98.69818750498
2020-03-01,95.1271032599303,128.2968594168131,121.24632053406813,123.1260668025673,58.554084070658,78.21356034355813,59.91297617932098,125.45214469681923,102.66529071858133,100.13082451158819
2020-03-02,96.04224355705827,128.8713317605853,119.32947815008983,124.28706769128776,60.75808848245074,80.31816218290562,61.82202722754216,124.16948263660068,100.63332938721419,99.87892155114118
2020-03-03,96.1492824690228,131.69153012431505,115.29025972906274,128.0891341731284,60.566083324794974,79.63243612272863,60.570620342653186,120.05982870093469,102.2900973175683,100.02537994100317
2020-03-04,93.66870617055885,128.2805120218235,114.51600562517866,132.36480461494105,60.251634696453294,77.23845741877848,60.27292414592139,119.40496579960244,96.77280137434943,99.91676264795736
2020-03-05,93.2360793974638,130.06670620084589,118.75070695656805,135.34715581538333,59.92761503330695,75.52913033307611,63.37500255035023,119.54638530136656,96.79976090634098,99.86855263590472
2020-03-06,93.6054523271114,129.691176535151,117.38825157914502,133.86683976880136,59.888358525935224,74.70824232577243,62.4714704844468,119.80085228151391,96.30612623268293,102.87258469479076
2020-03-07,88.64254776670852,132.52235269159104,120.3137668204642,128.31567580840175,59.47789857600174,74.15324844124227,60.71288397858523,117.93719023967049,94.16702108139492,106.47779648677626
2020-03-08,90.30136609988554,135.89254214690314,122.050308509147,125.41817498747352,58.853951312024826,74.87902270963342,59.22890590122005,119.61897086966702,93.71440654469988,105.67959461347075
2020-03-09,91.58537922730768,137.0999835625119,121.16918787115534,128.32619555040415,57.58145434306923,75.80143583563444,59.93148067318215,118.87841833952484,94.32567379738087,103.03525110211459
2020-03-10,93.27792652671452,136.59298196517176,119.90242939359835,131.01850281138263,56.7703116618929,73.6661680639689,58.065658848614966,120.31924842980449,91.91012656889775,106.65136428558036
2020-03-11,89.39396535986684,141.22746264754258,120.40845953283993,130.76507866899286,56.151607134119736,74.25422462557408,58.02195317277756,122.97421749451281,92.12010012182165,106.97196204386907
2020-03-12,88.74387060980544,141.06661692860243,121.14969826951544,126.29247258093349,54.63755157079919,75.35803460544781,58.22023210177567,122.5217133581128,92.15406283701412,107.7155919837309
2020-03-13,87.78586334521016,138.87076063756146,121.62423014076745,123.82125023711592,55.08367019068459,72.79196752211135,59.418585703254664,123.67978242359233,92.62594644149623,109.83261480518621
2020-03-14,90.70996558494079,141.6880874875023,117.14633191733368,120.6524738411993,54.39532418142856,72.82995189970264,60.03375704071081,121.88458568547054,92.97193540796633,108.17330115239473
2020-03-15,89.60055040766123,137.70194507639235,114.98326415161317,117.39079201078577,53.333665342314816,74.36468552703194,58.89383739617366,128.30152163224193,93.88922980829216,108.57318782584046
2020-03-16,88.06236381664253,139.63062572740898,113.659489827014,117.67724858627194,56.064439182556065,74.2218162423363,60.24753972421422,126.49714952585049,93.82352895979386,112.4184172261399
2020-03-17,86.9581197937634,144.692092252446,115.26834430517303,116.35345773410337,56.77355088705318,75.66551139525353,60.99679013220608,122.52457050222709,92.45907744231891,111.86190416128642
2020-03-18,86.82866797287656,146.48821914039243,115.67801030835199,113.24601906607039,57.205254527877884,76.58951704860458,61.679698541615345,125.1730143863404,94.00115090368497,112.88919932159489
2020-03-19,86.70682006761008,141.621994956142,116.6719579239815,113.71641514167564,57.515969258000816,74.63380591231315,60.34611371123888,127.8095407315655,93.926786303951,114.42788068286498
2020-03-20,86.7559279944851,141.70627743289361,118.86138609861318,112.54276001076283,57.62653885103268,73.94377862880773,59.82171053628418,127.01923778941492,94.34407252993361,113.3322368797291
2020-03-21,88.93481375466291,139.17084802165743,118.41714964566226,111.55298907155026,59.29422539641858,74.23445868646387,61.05624464345494,123.24534286394862,94.84796472297977,115.34871384103106
2020-03-22,89.08117197988692,142.136524168623,117.19203316955209,114.69732746341104,62.020453066524254,73.69575620396759,60.51223042473651,126.82780022785886,97.84434878609314,114.14248920801074
2020-03-23,88.33255729753897,141.33548647127006,114.04085539187308,112.58998900079507,60.77490776059365,72.56408776052932,60.47025322678041,127.42189901403012,100.87850300633133,111.86339690159471
2020-03-24,90.07151159079265,140.73060212330932,113.9280377166807,114.10954738480626,59.41024121456893,73.11907204818095,60.67156137039641,128.67688051866568,101.46192100460716,117.35656118286259
2020-03-25,88.92266750312456,139.23605169924835,112.50817416873444,112.8418425318064,58.652894754962105,74.85786775627159,62.395245583572915,127.20804346572024,99.77287309648625,118.46303535457487
2020-03-26,87.94056458004135,140.99859024523047,112.96478414019012,109.42105535694581,60.46820794908947,77.5465792234521,61.630543566900734,126.22166832795895,100.34330532351572,119.25545068531109
2020-03-27,89.09881968283739,146.66731036664285,112.5650080330287,107.67404481722703,58.80010871093427,76.41295673846896,61.58971090000197,130.7519100768444,99.30452875115397,119.78920934592388
2020-03-28,89.06955446972026,150.15327926813168,118.2538914093764,106.53082905627724,58.22452686238445,78.00870513701857,62.42966089422709,135.58112028070215,100.46426301652019,118.92842303633137
2020-03-29,90.12174172202329,153.48278883534852,120.19439562454923,107.61163551812885,59.466659444732635,79.83300983568041,64.1554152364747,137.3401765466336,100.12847512100483,119.2773915836386
2020-03-30,92.29639551132271,150.97507753370456,121.08064493540685,106.76507885998274,59.50084661665791,81.87426303811986,64.40061603767711,137.4677286210732,97.40526868539975,121.05761515995292
2020-03-31,93.4879127769007,157.50702852522846,120.33532519170305,107.23303090028737,59.79761742292133,84.45731953327386,64.27787421784994,138.2348577287539,98.58951514263688,121.50942426828088
2020-04-01,92.65318984054517,158.11843928618637,122.91924170681331,105.03150396386009,59.956642816991035,83.27471298568958,65.81417535581987,134.02370722721218,97.48743846413423,122.42612022360585
2020-04-02,95.55420574215687,157.91051271291596,121.55434761047111,108.98311908777194,58.22028177256514,79.61261428671433,66.39335911931796,132.6779638596758,95.49629103578253,124.16054685517058
2020-04-03,96.02012941343243,156.12903379711523,118.44181629200597,110.88478150591102,58.97737968835728,79.45470129092193,68.8454477841502,129.8384305006076,92.58265112168172,122.44239316857137
2020-04-04,95.93258590963447,156.8888808592647,117.87036755505342,111.66553322032031,57.50112937204872,81.74897899794287,68.73233309090155,132.73978924417307,93.21725954516661,123.56091231338414
2020-04-05,97.02577088082197,158.29369075790927,119.38552691388513,114.63394374048782,57.727133156115734,82.90818566371419,68.60897821830369,136.56300635748644,91.95623080965838,128.01142917163455
2020-04-06,96.94784375845674,153.76403732673347,119.69140317536753,113.072510992741,58.69769199790178,81.8260282628223,67.99673442928767,131.40217910042955,91.12438312386769,121.80574403680751
2020-04-07,93.8767244892593,156.1025258781568,121.57247364745442,114.03466208937851,57.56250664152743,81.74794764729968,67.99183521141141,128.35794621337172,93.86430798062773,123.94309936867565
2020-04-08,93.46185663188722,156.18646482570477,122.07914591601013,109.3780911734412,57.277943647067886,80.63293139526755,66.62979555826686,127.63631708787536,97.2390800168043,125.53166037735012
2020-04-09,92.3941876548027,157.97505843450654,125.49578824663703,111.40078451887456,57.34625374642671,79.58964321899137,67.56024509106865,128.64077759633807,98.98003531985985,127.12634379515032
2020-04-10,94.33363906545915,156.2839821580568,128.80233638060147,111.84103953854162,59.7264224782587,78.49259896793889,69.90588789129,129.1499655379248,97.69048777974484,125.89605105719846
2020-04-11,93.72924851852326,157.60978902204744,130.14918502863478,110.5577754420665,59.697330224925395,81.85564633072737,72.32119667481848,130.27698927596043,97.76473934613641,126.19828045793817
2020-04-12,94.87934008925586,154.38574661376265,129.47923809681197,106.86827657514716,60.173981316597256,82.91517916966717,71.62230421140723,134.37807440959324,95.36800613527905,122.5022486213726
2020-04-13,95.30525689779192,157.61888767829828,133.8399115868137,105.88747316874195,61.47215172294659,82.85132043670315,71.37502491157612,136.75296482624043,96.61222078069333,118.64001694257927
2020-04-14,98.11969804480356,161.96945696100144,132.16540645357284,106.7256858892809,62.07953369428435,83.28326375073752,70.5894640302824,134.91603508999816,96.56284406972391,121.42266875685898
2020-04-15,99.18645570532185,160.76889291880244,134.2052439286236,100.64543258984901,63.50583047434611,80.38548292096215,70.07777379435684,131.89480663414625,94.06248156052395,124.241682486618
2020-04-16,98.25866321557689,161.88303382796076,134.07930417394851,101.60567219822681,63.60340323415394,78.3228039304574,71.47409701059765,130.59232805293829,91.13416243772139,123.17788752868931
2020-04-17,101.20791623228521,164.63576332875726,133.14436346234515,100.89594092187315,63.1942615570176,81.57593843304558,72.02006684188933,131.71553085026633,93.01204283085409,123.76615841216207
2020-04-18,100.68357391638816,163.98923918308543,132.9536973801894,100.8208294703556,64.11390179096176,81.66068912069491,73.07536258853159,131.50289830631795,93.15832322464793,118.81996596294023
2020-04-19,102.52875681973893,165.1256468140498,135.6074800627624,94.98077207860628,66.79177880546257,81.43270941610984,74.69497981148108,128.76788543865942,94.3000230148769,116.31662993571773
2020-04-20,101.2496716980813,171.44676012064227,135.09032086556567,95.39381092200388,67.95404623374125,82.2400037990319,74.91969055314037,129.7077905697624,98.83286591492256,116.18258944987979
2020-04-21,101.65689594725505,175.04938596468256,138.07723792573563,97.65851781255019,68.82213229451443,80.35998923172656,77.36721425193518,126.73399200659681,99.43107252206396,114.42991502158462
2020-04-22,101.5264938427384,176.20037912572045,138.9646802596732,98.4826009224096,71.0433133034005,81.0889094634442,76.98941987766392,129.17764431618718,101.79647905100637,111.62041386226544
2020-04-23,102.73953253300367,178.67131718627647,138.1376639176458,101.19226462404175,70.83010438175094,81.29256661677009,76.72292589068823,129.21789360953247,99.56454017266101,108.40563235230752
2020-04-24,106.01590662934849,175.64476319207847,135.3986914540514,96.8341361797501,69.92494983605508,79.14141931335914,79.2425300395388,131.82762235384774,98.19423271891546,113.2891669085341
2020-04-25,108.09756179336485,174.50366456340393,128.63036618991822,101.27096508083487,67.98163413541492,76.53703546994731,80.86315140306017,138.26015753104343,100.91278486466129,114.56686279699123
2020-04-26,109.38339167736554,177.4821474114557,130.58279143824362,101.84049561839153,68.12330936192217,76.4412216209429,79.64379234901874,137.48403392419067,97.49596512914006,114.3415335463812
2020-04-27,107.22068271172056,173.56479937385978,131.0526130466643,104.67573967325688,69.37448468677988,74.04020192699522,78.06743759278365,140.07085428267615,95.58019399593545,113.82783556926093
2020-04-28,108.40022194340911,170.20338915319587,131.32880775529514,101.88293756478596,68.54009327865151,74.5137363065256,75.58021881522008,141.30480773939715,95.54265430331414,115.0856102829622
2020-04-29,108.88566877998662,174.8470156424448,131.65771944798513,101.00795560605721,68.70773892396309,75.32339962795506,75.65407591135096,141.4195237618248,94.20125132027572,113.55980314989247
2020-04-30,105.83119651890172,180.9651810861181,128.38243551044894,99.6081768568937,67.72053614708696,76.67157455758274,75.20779300432028,144.948625555727,92.9323781291508,114.19345359273456
2020-05-01,104.06308095580135,188.7291270934029,125.3330999615816,100.22539037885815,68.57893035057397,77.306107124625,74.92909148641769,144.57227891582616,93.01380821475794,113.85772026771453
2020-05-02,106.06916556705406,197.07292862360737,123.93565648921864,97.47960961144943,68.45784458167223,81.29465285276702,73.72471938184347,149.3116959552717,96.13479505000294,112.59711436435684
2020-05-03,107.27619677567316,203.49118645322204,122.99590757976746,97.0827109309027,67.6614321496078,79.64476692973331,72.767363285625,145.65672401570728,96.20032719471682,110.86317908525677
2020-05-04,107.77779004520605,197.15896543235448,123.8098458689959,98.701135955551,64.96345197152574,80.2405998962142,74.55404799702103,142.1328770553556,99.41836741212953,111.79225467476628
2020-05-05,106.25809764981983,196.93905795927228,125.19237324867242,98.85117232497403,65.66344095231898,78.76309186786837,74.80657869710105,138.11417087975622,99.19720914347015,109.7712572096243
2020-05-06,104.69497740053843,201.80775846878888,127.92484732762226,100.05545267216417,64.22894065782813,78.26466571204675,76.62153246831635,138.50563316029647,103.798629492474,110.63475708389015
2020-05-07,105.09710895875278,200.5601164538588,128.26651132474757,99.75034390220604,65.13856206131463,79.76218545224413,75.41705812895506,134.81796789796906,99.98671746857723,111.75878702496401
2020-05-08,102.7778961501427,191.92443669315946,129.26334376432007,104.72389508644514,65.13065305235243,81.09978258528028,75.5404847187598,134.55132585618176,101.82462628130746,111.10997240570904
2020-05-09,103.32753653988325,193.15927009795135,127.53615164482163,106.80170586512861,64.90274818812338,79.87396722278532,76.35104899155368,132.13352469239553,101.8820169976532,111.08970817639894
2020-05-10,105.57159481502244,194.99311738154893,127.47231480470704,108.54848258020068,66.70731399778535,80.76505766530693,76.36685765925074,128.66677378840313,99.71169843113564,110.41156170969919
2020-05-11,104.284651310199,194.2639550369485,127.61674074591,109.69842947458368,66.61325831529639,81.55090433166471,76.4653318284201,123.583235592011,97.8384438808527,110.09338306869604
2020-05-12,101.76159942121969,196.5948455935356,131.52372938826582,112.37235469527829,66.32889581335974,83.98230562308396,76.69268995736104,122.75007209234214,96.63815663938837,109.42738484747193
2020-05-13,100.97156954295976,197.26490461202647,131.9461151648738,112.37920046442007,66.90852834011945,85.98217000984582,78.14916717550366,119.10464543880217,91.70203202580238,111.47218853742865
2020-05-14,98.2112517918829,196.37813810073757,128.85827780302685,108.3290980478647,67.63309782602362,87.2876461709857,77.24809102180748,112.93254196834496,90.70019750805106,112.3456935366277
2020-05-15,95.30633666270681,197.0982956937082,128.81882178706974,109.58418056103632,67.79484964112415,85.58890822275279,79.09674830730107,112.57447901516312,90.65066696552272,110.24872081427588
2020-05-16,94.4613845133336,193.61043355451082,128.37324763362872,113.33570398415185,65.93469300697379,82.8268490548598,81.42404408951971,112.10318893714492,89.43762916536332,112.54168404535962
2020-05-17,93.31723886600692,200.68112420080223,130.11379854880232,112.22974832567,68.77952210223548,81.82345988490233,82.632532215302,112.77422199092082,91.76612225957314,116.0563860400661
2020-05-18,93.37696964246838,197.6571892965213,131.31077300369114,110.70855181799566,71.54911835606781,82.04689574861673,82.02878331814716,113.19076554714002,89.29371114389178,113.8011457613593
2020-05-19,95.61878990327887,195.06039175959228,128.56135919565074,111.8967927992244,73.24584009401309,83.22665349518194,83.6628749140173,111.47752123839015,86.75453612434477,117.2182155566117
2020-05-20,95.00170478895346,194.08184003047305,131.97644807868707,113.14159988143673,73.9136777511072,86.8303714946887,82.58610320975363,113.54618759007029,86.85345906841368,117.84789370942438
2020-05-21,97.90584691345906,196.05307399075218,133.39729616924018,115.56850380199295,73.37417778219081,85.3729937511491,80.86036881111522,109.08074170674513,90.42523310434274,115.24767806496605
2020-05-22,97.47260644546233,194.96767202345723,134.21744061548114,117.45397438496843,74.63690847642621,84.37741242076144,80.59009834285293,109.69722231855953,89.97547404322016,118.95253497465204
2020-05-23,98.42973861017465,197.83322024681493,135.99684516173082,120.21055775293867,74.90712626661079,82.18894593849964,81.23431616961689,108.26818147881936,89.0242233126684,120.34752470362889
2020-05-24,100.86741619110698,197.91738473732337,136.83685146963586,124.30304191113846,75.26780884291156,86.46553779490924,82.15309195662091,104.45548983983078,90.36553636682714,121.26495406644239
2020-05-25,103.46929674770078,200.58207058726913,136.45793385132646,121.25936201159426,74.95315439144902,84.99472362533368,81.19925602952527,105.6850947506888,93.38357269116905,122.2221505651487
2020-05-26,100.99455315927543,202.36565706287354,139.7237310563086,119.78052429272735,74.75225420375422,85.01969200636493,79.92459284790313,107.05536633220493,93.15768128662151,123.24767371567208
2020-05-27,99.20191564068591,200.59512633522243,141.74240742753298,118.88736128410211,77.3341430199161,84.34015309805389,80.28374955240038,109.05214339508952,90.5150480286927,118.90736191697835
2020-05-28,96.17495506039266,205.6604906899388,140.17797338438717,124.97011253834158,76.4614309300518,84.65145480137555,82.75987693668485,113.42751798115748,94.24698993370401,121.78103473116622
2020-05-29,98.14473840837165,208.09767835233333,142.36015494875375,123.59247771835952,75.210217781815,84.6457417467955,82.47818776835126,112.39934732686478,95.55963834871223,124.10779586684201
2020-05-30,98.3182718229439,214.24708994360006,139.1095341649267,123.11378067023996,74.13197052494694,81.48585421780142,82.34180070571625,112.12566051724572,98.45213255117562,125.67356882238487
2020-05-31,96.30434625110637,222.19176868006326,142.50668273661094,124.54706565010969,73.79617627414083,79.92223970231166,81.72883718218506,114.56719367967715,102.16296336709571,129.55246725758516
2020-06-01,95.36277977149919,217.2163731251129,142.90822737042149,120.14198697488979,74.27314710618266,79.6863051166548,80.96706475454216,110.91318057629455,103.21238154455207,128.1722130958174
2020-06-02,93.13144934040301,204.73832551244593,142.82958524428045,124.40042353975629,76.74088610665497,78.95781888125451,79.9918778967966,111.9530454505659,101.15146676699153,128.94583980970245
2020-06-03,94.55837267314433,209.76233058791914,142.54348594019734,123.89368152403739,75.39334287277674,77.65204549663957,79.62954845945282,112.77559919619712,102.99967526617688,126.87450812344339
2020-06-04,97.38129671291668,208.62490021927758,142.48257056776663,122.04218540788976,71.73791132980179,79.02500416342605,80.8030393956643,112.14106151970894,103.13767570857708,128.18369881279943
2020-06-05,94.33804187857653,206.41742897883535,144.74594803304066,118.98066096113824,72.15909598796038,76.8809265082582,81.5568186005822,112.06112404652943,99.80605687946773,131.16971078494248
2020-06-06,92.95204325986406,203.07242448138845,145.32657960502902,121.71397358193181,70.69308030511385,76.97576658832224,82.25627679119015,113.61452791518664,100.15825559750574,130.20685207489083
2020-06-07,91.41351922004044,203.4222934250778,142.21037369556936,114.60259007049929,71.3103154509799,78.36738813509231,78.36895630205393,111.32012636844487,101.3985238120666,135.56485224028103
